Rank,CAND_ID,Category,Similarity_Score,Skill_Match_Score,Final_Score,Matched_Skills,Missing_Skills,Fit_Justification
1924,CAND_2449,AVIATION,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2449 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1925,CAND_1612,APPAREL,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1612 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1926,CAND_2160,BANKING,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2160 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1927,CAND_1477,FINANCE,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1477 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1928,CAND_1619,APPAREL,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1619 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1929,CAND_2173,BANKING,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2173 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1930,CAND_1836,ACCOUNTANT,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1836 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1931,CAND_528,ADVOCATE,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_528 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1932,CAND_2421,AVIATION,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2421 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1933,CAND_394,TEACHER,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_394 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1934,CAND_1264,DIGITAL-MEDIA,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1264 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1935,CAND_1510,FINANCE,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1510 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1936,CAND_2025,CONSTRUCTION,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2025 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1937,CAND_1630,APPAREL,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1630 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1938,CAND_1151,CONSULTANT,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1151 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1939,CAND_525,ADVOCATE,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_525 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1940,CAND_576,BUSINESS-DEVELOPMENT,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_576 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1941,CAND_2195,BANKING,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2195 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1942,CAND_1456,CHEF,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1456 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1943,CAND_2126,PUBLIC-RELATIONS,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2126 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1944,CAND_522,ADVOCATE,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_522 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1945,CAND_891,FITNESS,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_891 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1946,CAND_1008,SALES,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1008 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1947,CAND_2239,BANKING,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2239 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1948,CAND_2203,BANKING,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2203 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1949,CAND_1506,FINANCE,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1506 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1950,CAND_274,INFORMATION-TECHNOLOGY,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_274 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1951,CAND_758,HEALTHCARE,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_758 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1952,CAND_823,FITNESS,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_823 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1953,CAND_852,FITNESS,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_852 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1954,CAND_918,AGRICULTURE,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_918 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1955,CAND_711,HEALTHCARE,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_711 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1956,CAND_643,BUSINESS-DEVELOPMENT,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_643 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1957,CAND_1907,ACCOUNTANT,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1907 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1958,CAND_1102,SALES,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1102 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1959,CAND_1370,CHEF,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1370 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1960,CAND_836,FITNESS,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_836 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1961,CAND_1901,ACCOUNTANT,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1901 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1962,CAND_003,HR,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_003 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1963,CAND_2303,ARTS,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2303 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1964,CAND_107,HR,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_107 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1965,CAND_1334,AUTOMOBILE,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1334 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1966,CAND_1567,FINANCE,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1567 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1967,CAND_1895,ACCOUNTANT,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1895 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1968,CAND_501,ADVOCATE,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_501 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1969,CAND_154,DESIGNER,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_154 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1970,CAND_1341,AUTOMOBILE,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1341 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1971,CAND_152,DESIGNER,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_152 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1972,CAND_2319,ARTS,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2319 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1973,CAND_810,FITNESS,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_810 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1974,CAND_114,DESIGNER,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_114 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1975,CAND_807,FITNESS,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_807 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1976,CAND_146,DESIGNER,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_146 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1977,CAND_1877,ACCOUNTANT,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1877 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1978,CAND_2070,PUBLIC-RELATIONS,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2070 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1979,CAND_717,HEALTHCARE,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_717 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1980,CAND_192,DESIGNER,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_192 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1981,CAND_672,BUSINESS-DEVELOPMENT,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_672 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1982,CAND_1928,CONSTRUCTION,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1928 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1983,CAND_1032,SALES,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1032 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1984,CAND_617,BUSINESS-DEVELOPMENT,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_617 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1985,CAND_271,INFORMATION-TECHNOLOGY,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_271 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1986,CAND_1673,APPAREL,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1673 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1987,CAND_1579,FINANCE,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1579 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1988,CAND_623,BUSINESS-DEVELOPMENT,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_623 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1989,CAND_1675,APPAREL,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1675 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1990,CAND_762,HEALTHCARE,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_762 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1991,CAND_661,BUSINESS-DEVELOPMENT,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_661 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1992,CAND_1225,CONSULTANT,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1225 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1993,CAND_091,HR,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_091 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1994,CAND_069,HR,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_069 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1995,CAND_1202,CONSULTANT,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1202 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1996,CAND_641,BUSINESS-DEVELOPMENT,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_641 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1997,CAND_1858,ACCOUNTANT,0.14,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1858 shows weak overall alignment (0.14% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1998,CAND_1301,DIGITAL-MEDIA,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1301 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
1999,CAND_1603,APPAREL,0.13,0.0,0.08,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1603 shows weak overall alignment (0.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2000,CAND_2080,PUBLIC-RELATIONS,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2080 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2001,CAND_1229,DIGITAL-MEDIA,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1229 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
